Doctor Name,Specialty,City,State,Rating
DR. JULIA SCOTT,DERMATOLOGIST,ALPHARETTA,GA,4.31
DR. KEVIN WHITE,GASTROENTEROLOGIST,NEWNAN,GA,4.97
DR. BRITTANY MOORE,OPHTHALMOLOGIST,MARIETTA,GA,4.48
DR. STEVEN SCOTT,GENERAL PRACTITIONER,PEACHTREE CITY,GA,4.64
DR. MARCUS GONZALEZ,NEPHROLOGIST,PEACHTREE CITY,GA,4.77
DR. ERIC ADAMS,CARDIOLOGIST,ALPHARETTA,GA,4.91
DR. LINDSAY ELLIOTT,PULMONOLOGIST,DUNWOODY,GA,4.7
DR. NICOLE EDWARDS,ALLERGIST,MARIETTA,GA,4.47
DR. CHRIS ELLIOTT,NEPHROLOGIST,MARIETTA,GA,4.34
DR. JESSICA HARRIS,GASTROENTEROLOGIST,WARNER ROBINS,GA,4.05
DR. SAMUEL POWELL,ORTHOPEDIC SURGEON,ALBANY,GA,4.48
DR. STEVEN FIELDS,NEPHROLOGIST,JOHNS CREEK,GA,4.48
DR. HANNAH RIVERA,ENT SPECIALIST,GAINESVILLE,GA,3.97
DR. SARAH HAYES,RHEUMATOLOGIST,ROSWELL,GA,4.63
DR. JESSICA POWELL,GASTROENTEROLOGIST,PEACHTREE CITY,GA,3.61
DR. SOPHIA RIVERA,ENDOCRINOLOGIST,ATHENS,GA,3.94
DR. MATTHEW MOORE,DERMATOLOGIST,MACON,GA,4.39
DR. OLIVIA SCOTT,GASTROENTEROLOGIST,AUGUSTA,GA,4.62
DR. PAIGE HUGHES,ALLERGIST,PEACHTREE CITY,GA,4.17
DR. ZOE TURNER,ONCOLOGIST,ATLANTA,GA,4.53
DR. HANNAH BENNETT,DERMATOLOGIST,GAINESVILLE,GA,4.92
DR. BENJAMIN HARRIS,ONCOLOGIST,NEWNAN,GA,4.12
DR. OLIVIA GONZALEZ,RHEUMATOLOGIST,GAINESVILLE,GA,4.72
DR. PETER EDWARDS,OPHTHALMOLOGIST,COLUMBUS,GA,4.13
DR. ANDREA SPENCER,NEUROLOGIST,SANDY SPRINGS,GA,4.27
DR. MATTHEW ROSS,OPHTHALMOLOGIST,ROME,GA,4.9
DR. ANDREA CARTER,NEPHROLOGIST,JOHNS CREEK,GA,4.03
DR. ASHLEY DIAZ,NEPHROLOGIST,ATLANTA,GA,4.08
DR. LAURA EDWARDS,ORTHOPEDIC SURGEON,PEACHTREE CITY,GA,4.93
DR. HANNAH SIMMONS,PEDIATRICIAN,GAINESVILLE,GA,4.41
DR. BENJAMIN ELLIOTT,RHEUMATOLOGIST,ATHENS,GA,4.63
DR. MELISSA POWELL,ALLERGIST,DUNWOODY,GA,3.72
DR. SAMUEL HARRIS,NEPHROLOGIST,PEACHTREE CITY,GA,4.12
DR. RYAN SPENCER,ALLERGIST,NEWNAN,GA,4.29
DR. LINDSAY TURNER,ORTHOPEDIC SURGEON,GAINESVILLE,GA,4.43
DR. MICHAEL HUGHES,NEPHROLOGIST,AUGUSTA,GA,3.88
DR. PAIGE SCOTT,ONCOLOGIST,SAVANNAH,GA,4.74
DR. BENJAMIN PARKER,DERMATOLOGIST,ROME,GA,4.51
DR. ALEX FOSTER,NEUROLOGIST,GAINESVILLE,GA,4.66
DR. ADAM LONG,CARDIOLOGIST,ROME,GA,4.98
DR. MEGAN TURNER,GASTROENTEROLOGIST,ATLANTA,GA,3.62
DR. ETHAN MURPHY,GENERAL PRACTITIONER,SAVANNAH,GA,3.61
DR. BRITTANY SCOTT,PULMONOLOGIST,ATLANTA,GA,4.94
DR. BRANDON RIVERA,GASTROENTEROLOGIST,WARNER ROBINS,GA,4.62
DR. CHRIS TURNER,DERMATOLOGIST,NEWNAN,GA,4.94
DR. CHRIS PARKER,PULMONOLOGIST,ROSWELL,GA,4.38
DR. LINDSAY MITCHELL,ONCOLOGIST,NEWNAN,GA,4.81
DR. STEVEN RIVERA,GASTROENTEROLOGIST,AUGUSTA,GA,3.7
DR. ADAM HUGHES,PEDIATRICIAN,PEACHTREE CITY,GA,4.75
DR. ETHAN THOMAS,OPHTHALMOLOGIST,PEACHTREE CITY,GA,4.72
DR. SAMUEL ADAMS,ALLERGIST,WARNER ROBINS,GA,4.91
DR. BRITTANY GRAY,GENERAL PRACTITIONER,ROSWELL,GA,4.08
DR. ASHLEY DIAZ,GENERAL PRACTITIONER,SAVANNAH,GA,3.73
DR. ANDREA SIMMONS,ORTHOPEDIC SURGEON,DUNWOODY,GA,4.66
DR. KEVIN WHITE,CARDIOLOGIST,ATHENS,GA,4.19
DR. MARCUS EDWARDS,PULMONOLOGIST,JOHNS CREEK,GA,3.81
DR. JESSICA MURPHY,NEUROLOGIST,AUGUSTA,GA,4.6
DR. ANDREA COLLINS,CARDIOLOGIST,AUGUSTA,GA,4.34
DR. WILLIAM MURPHY,OPHTHALMOLOGIST,SAVANNAH,GA,4.22
DR. WILLIAM RILEY,GENERAL PRACTITIONER,DUNWOODY,GA,4.69
DR. JULIA WARD,NEPHROLOGIST,AUGUSTA,GA,3.72
DR. GRACE SIMMONS,ONCOLOGIST,AUGUSTA,GA,3.74
DR. ERIC RILEY,NEUROLOGIST,ALBANY,GA,4.38
DR. MARCUS RIVERA,PULMONOLOGIST,ATHENS,GA,3.57
DR. SOPHIA KELLY,PEDIATRICIAN,DUNWOODY,GA,4.14
DR. BRIAN FIELDS,CARDIOLOGIST,DUNWOODY,GA,4.75
DR. ASHLEY COLLINS,GENERAL PRACTITIONER,WARNER ROBINS,GA,4.64
DR. JESSICA ROSS,PEDIATRICIAN,ROSWELL,GA,4.78
DR. BRANDON POWELL,PULMONOLOGIST,ALPHARETTA,GA,4.87
DR. MARCUS ELLIOTT,NEUROLOGIST,ATLANTA,GA,4.88
DR. HANNAH WHITE,PULMONOLOGIST,MARIETTA,GA,3.64
DR. SAMUEL EDWARDS,ENT SPECIALIST,NEWNAN,GA,3.89
DR. BRANDON WARD,ONCOLOGIST,ROSWELL,GA,4.24
DR. PAIGE GREEN,DERMATOLOGIST,NEWNAN,GA,3.66
DR. MATTHEW MURPHY,PULMONOLOGIST,ROSWELL,GA,3.59
DR. BRANDON DIAZ,ENDOCRINOLOGIST,SAVANNAH,GA,4.9
DR. HANNAH ADAMS,GASTROENTEROLOGIST,NEWNAN,GA,4.08
DR. SARAH EDWARDS,CARDIOLOGIST,ALPHARETTA,GA,4.54
DR. ERIC HARRIS,DERMATOLOGIST,ROSWELL,GA,3.87
DR. BRIAN MURPHY,GENERAL PRACTITIONER,DUNWOODY,GA,3.54
DR. ETHAN HARRIS,ENDOCRINOLOGIST,SANDY SPRINGS,GA,4.12
DR. LAURA SCOTT,DERMATOLOGIST,NEWNAN,GA,4.41
DR. GRACE THOMAS,ONCOLOGIST,DUNWOODY,GA,3.6
DR. MEGAN MURPHY,GENERAL PRACTITIONER,COLUMBUS,GA,4.5
DR. GRACE SIMMONS,OPHTHALMOLOGIST,ATLANTA,GA,4.4
DR. ETHAN SCOTT,PEDIATRICIAN,GAINESVILLE,GA,4.94
DR. CHLOE KELLY,ENT SPECIALIST,ATLANTA,GA,3.59
DR. LAURA WHITE,RHEUMATOLOGIST,MARIETTA,GA,3.88
DR. SARAH HUGHES,PULMONOLOGIST,ALBANY,GA,3.67
DR. JULIA POWELL,GASTROENTEROLOGIST,MARIETTA,GA,4.92
DR. MARCUS FOSTER,ALLERGIST,ROSWELL,GA,4.33
DR. JESSICA DIAZ,ONCOLOGIST,JOHNS CREEK,GA,4.22
DR. SAMUEL FIELDS,NEPHROLOGIST,SANDY SPRINGS,GA,4.22
DR. RACHEL EDWARDS,PULMONOLOGIST,MARIETTA,GA,4.61
DR. LAURA KIM,NEPHROLOGIST,GAINESVILLE,GA,3.83
DR. BRIAN GREEN,DERMATOLOGIST,WARNER ROBINS,GA,4.74
DR. DEREK KELLY,NEPHROLOGIST,COLUMBUS,GA,4.89
DR. OLIVIA WHITE,PEDIATRICIAN,ATLANTA,GA,3.81
DR. MARCUS ROSS,CARDIOLOGIST,MACON,GA,4.78
DR. CHLOE THOMAS,NEPHROLOGIST,ROME,GA,3.77
DR. LINDSAY DIAZ,NEPHROLOGIST,PEACHTREE CITY,GA,4.55
DR. CHLOE ELLIOTT,ONCOLOGIST,NEWNAN,GA,3.83
DR. RYAN HAYES,NEPHROLOGIST,PEACHTREE CITY,GA,4.46
DR. PETER ROSS,ONCOLOGIST,JOHNS CREEK,GA,4.47
DR. SOPHIA KIM,GENERAL PRACTITIONER,DUNWOODY,GA,3.52
DR. MEGAN KELLY,NEUROLOGIST,ROSWELL,GA,4.34
DR. MEGAN RIVERA,ORTHOPEDIC SURGEON,WARNER ROBINS,GA,4.34
DR. VICTORIA COLLINS,ORTHOPEDIC SURGEON,MACON,GA,4.13
DR. ASHLEY ROSS,ALLERGIST,COLUMBUS,GA,4.93
DR. MARCUS SANDERS,GASTROENTEROLOGIST,WARNER ROBINS,GA,4.67
DR. ANDREA KIM,PEDIATRICIAN,WARNER ROBINS,GA,3.53
DR. LINDSAY MITCHELL,DERMATOLOGIST,SANDY SPRINGS,GA,4.13
DR. MARCUS TURNER,NEUROLOGIST,ALPHARETTA,GA,3.6
DR. SAMUEL GREEN,OPHTHALMOLOGIST,ALBANY,GA,4.65
DR. OLIVIA GREEN,DERMATOLOGIST,SAVANNAH,GA,3.82
DR. ETHAN BENNETT,NEPHROLOGIST,GAINESVILLE,GA,4.44
DR. ADAM ROSS,NEUROLOGIST,JOHNS CREEK,GA,4.22
DR. RACHEL DIAZ,OPHTHALMOLOGIST,SAVANNAH,GA,4.99
DR. ANDREA RILEY,CARDIOLOGIST,DUNWOODY,GA,4.08
DR. JESSICA BENNETT,PULMONOLOGIST,AUGUSTA,GA,4.95
DR. CHRIS PARKER,NEPHROLOGIST,DUNWOODY,GA,4.48
DR. MARCUS HARRIS,PULMONOLOGIST,SANDY SPRINGS,GA,4.27
DR. OLIVIA THOMAS,ENT SPECIALIST,MACON,GA,4.55
DR. RYAN HARRIS,ENDOCRINOLOGIST,SAVANNAH,GA,4.06
DR. ALEX KIM,ALLERGIST,PEACHTREE CITY,GA,3.93
DR. JESSICA SCOTT,GENERAL PRACTITIONER,WARNER ROBINS,GA,3.72
DR. ZOE MITCHELL,DERMATOLOGIST,ATHENS,GA,3.51
DR. ANDREA HUGHES,ALLERGIST,SANDY SPRINGS,GA,3.91
DR. MELISSA PARKER,DERMATOLOGIST,ATHENS,GA,3.63
DR. ERIC GRAY,NEPHROLOGIST,GAINESVILLE,GA,4.49
DR. MEGAN COLLINS,PULMONOLOGIST,ATLANTA,GA,3.63
DR. DEREK GRAY,OPHTHALMOLOGIST,PEACHTREE CITY,GA,3.56
DR. BRITTANY WHITE,PEDIATRICIAN,SANDY SPRINGS,GA,4.86
DR. GRACE GREEN,PEDIATRICIAN,SANDY SPRINGS,GA,4.61
DR. BRANDON KIM,CARDIOLOGIST,MARIETTA,GA,3.77
DR. DEREK EDWARDS,PULMONOLOGIST,WARNER ROBINS,GA,4.93
DR. KEVIN THOMAS,DERMATOLOGIST,NEWNAN,GA,4.84
DR. WILLIAM SIMMONS,GENERAL PRACTITIONER,DUNWOODY,GA,4.37
DR. ALEX KELLY,NEPHROLOGIST,ATLANTA,GA,4.62
DR. BRIAN GRAY,ENT SPECIALIST,GAINESVILLE,GA,4.85
DR. BENJAMIN WARD,RHEUMATOLOGIST,SAVANNAH,GA,4.08
DR. JESSICA MITCHELL,OPHTHALMOLOGIST,SAVANNAH,GA,4.92
DR. MELISSA ADAMS,NEPHROLOGIST,JOHNS CREEK,GA,3.93
DR. HANNAH BENNETT,ALLERGIST,MARIETTA,GA,4.99
DR. BRANDON SANDERS,GASTROENTEROLOGIST,SANDY SPRINGS,GA,3.86
DR. BENJAMIN ADAMS,NEUROLOGIST,ATHENS,GA,3.53
DR. CHRIS SCOTT,DERMATOLOGIST,ALPHARETTA,GA,3.89
DR. NICOLE SANDERS,NEPHROLOGIST,AUGUSTA,GA,4.83
DR. BRIAN BENNETT,RHEUMATOLOGIST,SAVANNAH,GA,4.54
DR. STEVEN SPENCER,ENDOCRINOLOGIST,ALPHARETTA,GA,4.38
DR. MICHAEL GONZALEZ,PULMONOLOGIST,COLUMBUS,GA,4.34
DR. ADAM ELLIOTT,NEPHROLOGIST,ALPHARETTA,GA,4.32
DR. LAURA DIAZ,RHEUMATOLOGIST,ROSWELL,GA,4.61
DR. BRANDON ELLIOTT,CARDIOLOGIST,COLUMBUS,GA,4.83
DR. JULIA SANDERS,ENDOCRINOLOGIST,NEWNAN,GA,3.57
DR. ZOE SANDERS,PULMONOLOGIST,ALBANY,GA,4.26
DR. BENJAMIN ROSS,ONCOLOGIST,NEWNAN,GA,3.78
DR. RACHEL MURPHY,ENDOCRINOLOGIST,ROME,GA,3.62
DR. SARAH SANDERS,GASTROENTEROLOGIST,MACON,GA,3.97
DR. JESSICA KELLY,OPHTHALMOLOGIST,ALPHARETTA,GA,4.93
DR. CHLOE THOMAS,NEPHROLOGIST,SANDY SPRINGS,GA,3.88
DR. VICTORIA BAKER,GENERAL PRACTITIONER,ROME,GA,4.38
DR. WILLIAM HARRIS,ALLERGIST,ROSWELL,GA,4.9
DR. MATTHEW KIM,NEPHROLOGIST,SANDY SPRINGS,GA,4.09
DR. BRIAN EDWARDS,CARDIOLOGIST,SAVANNAH,GA,3.92
DR. BRITTANY WRIGHT,ENT SPECIALIST,JOHNS CREEK,GA,3.9
DR. JESSICA SANDERS,NEUROLOGIST,COLUMBUS,GA,3.67
DR. JESSICA KELLY,GENERAL PRACTITIONER,SANDY SPRINGS,GA,4.34
DR. NICOLE WHITE,ALLERGIST,ROME,GA,3.51
DR. CHLOE SANDERS,CARDIOLOGIST,ATHENS,GA,3.9
DR. SAMUEL ADAMS,GASTROENTEROLOGIST,JOHNS CREEK,GA,3.58
DR. HANNAH THOMAS,ONCOLOGIST,SANDY SPRINGS,GA,4.42
DR. ETHAN HAYES,NEUROLOGIST,WARNER ROBINS,GA,3.82
DR. WILLIAM FIELDS,ALLERGIST,MARIETTA,GA,4.67
DR. PAIGE THOMAS,NEUROLOGIST,ROSWELL,GA,4.8
DR. LAURA ELLIOTT,ENT SPECIALIST,NEWNAN,GA,4.52
DR. VICTORIA BENNETT,DERMATOLOGIST,SAVANNAH,GA,4.2
DR. DAVID PARKER,PULMONOLOGIST,DUNWOODY,GA,3.72
DR. HANNAH CARTER,GASTROENTEROLOGIST,ATLANTA,GA,4.98
DR. ZOE POWELL,ORTHOPEDIC SURGEON,PEACHTREE CITY,GA,4.43
DR. SARAH LONG,ENDOCRINOLOGIST,JOHNS CREEK,GA,4.19
DR. PETER GONZALEZ,GASTROENTEROLOGIST,ALPHARETTA,GA,3.83
DR. SOPHIA ROSS,ORTHOPEDIC SURGEON,WARNER ROBINS,GA,3.71
DR. ZOE CARTER,NEPHROLOGIST,SANDY SPRINGS,GA,4.9
DR. PAIGE KIM,RHEUMATOLOGIST,GAINESVILLE,GA,3.5
DR. JULIA ELLIOTT,DERMATOLOGIST,ALPHARETTA,GA,4.94
DR. MELISSA MURPHY,NEPHROLOGIST,PEACHTREE CITY,GA,4.94
DR. JULIA SCOTT,NEPHROLOGIST,SAVANNAH,GA,4.69
DR. NICOLE ADAMS,ONCOLOGIST,MARIETTA,GA,3.86
DR. HANNAH KIM,CARDIOLOGIST,DUNWOODY,GA,4.41
DR. OLIVIA RIVERA,DERMATOLOGIST,SANDY SPRINGS,GA,4.8
DR. NICOLE KIM,PEDIATRICIAN,ATHENS,GA,4.74
DR. BRIAN HARRIS,ALLERGIST,GAINESVILLE,GA,3.77
DR. JESSICA SPENCER,ONCOLOGIST,SAVANNAH,GA,4.11
DR. JESSICA MITCHELL,RHEUMATOLOGIST,SANDY SPRINGS,GA,4.28
DR. DEREK MITCHELL,ENDOCRINOLOGIST,MARIETTA,GA,4.07
DR. ASHLEY SCOTT,ALLERGIST,GAINESVILLE,GA,3.51
DR. ERIC SIMMONS,ALLERGIST,GAINESVILLE,GA,4.62
DR. WILLIAM BENNETT,ORTHOPEDIC SURGEON,ROSWELL,GA,4.8
DR. MICHAEL HARRIS,NEPHROLOGIST,MARIETTA,GA,4.24
DR. SARAH HUGHES,PEDIATRICIAN,ATLANTA,GA,4.86
DR. ADAM MURPHY,DERMATOLOGIST,DUNWOODY,GA,3.95
DR. SARAH MOORE,ONCOLOGIST,SAVANNAH,GA,4.56
DR. DAVID HARRIS,GASTROENTEROLOGIST,GAINESVILLE,GA,4.71
DR. ADAM BENNETT,GENERAL PRACTITIONER,PEACHTREE CITY,GA,3.65
DR. BRITTANY SANDERS,ONCOLOGIST,ATLANTA,GA,4.15
DR. ALEX THOMAS,ENDOCRINOLOGIST,SANDY SPRINGS,GA,4.9
DR. BENJAMIN TURNER,NEPHROLOGIST,MARIETTA,GA,4.49
DR. DEREK SCOTT,ENDOCRINOLOGIST,ATLANTA,GA,3.56
DR. NICOLE MURPHY,ENDOCRINOLOGIST,MARIETTA,GA,3.95
DR. DAVID SANDERS,GASTROENTEROLOGIST,JOHNS CREEK,GA,4.9
DR. ANDREA WARD,PEDIATRICIAN,JOHNS CREEK,GA,4.78
DR. NICOLE HUGHES,ENT SPECIALIST,JOHNS CREEK,GA,4.03
DR. ADAM FIELDS,ORTHOPEDIC SURGEON,SAVANNAH,GA,4.12
DR. CHLOE ADAMS,NEPHROLOGIST,SANDY SPRINGS,GA,4.15
DR. VICTORIA LONG,ONCOLOGIST,DUNWOODY,GA,4.67
DR. STEVEN BENNETT,OPHTHALMOLOGIST,COLUMBUS,GA,3.56
DR. ETHAN ADAMS,ENT SPECIALIST,COLUMBUS,GA,4.87
DR. ZOE LONG,NEPHROLOGIST,ALBANY,GA,4.65
DR. MATTHEW PARKER,ONCOLOGIST,NEWNAN,GA,4.12
DR. RYAN COLLINS,GENERAL PRACTITIONER,JOHNS CREEK,GA,3.88
DR. BRIAN SIMMONS,NEPHROLOGIST,AUGUSTA,GA,4.23
DR. PETER BENNETT,ONCOLOGIST,AUGUSTA,GA,3.96
DR. PAIGE WRIGHT,GASTROENTEROLOGIST,GAINESVILLE,GA,3.65
DR. BRANDON PARKER,GENERAL PRACTITIONER,AUGUSTA,GA,4.35
DR. DAVID WRIGHT,ENDOCRINOLOGIST,MACON,GA,4.17
DR. ANDREA MITCHELL,OPHTHALMOLOGIST,ALPHARETTA,GA,4.73
DR. ERIC CARTER,NEPHROLOGIST,COLUMBUS,GA,4.22
DR. MEGAN KIM,CARDIOLOGIST,SAVANNAH,GA,3.56
DR. HANNAH ROSS,RHEUMATOLOGIST,ATLANTA,GA,4.52
DR. ALEX EDWARDS,ALLERGIST,MACON,GA,3.77
DR. ZOE BENNETT,ORTHOPEDIC SURGEON,AUGUSTA,GA,4.59
DR. BRIAN PARKER,GENERAL PRACTITIONER,ATLANTA,GA,4.19
DR. ERIC HAYES,NEPHROLOGIST,COLUMBUS,GA,4.85
DR. GRACE ADAMS,ALLERGIST,SAVANNAH,GA,3.79
DR. SARAH HARRIS,ALLERGIST,ATHENS,GA,3.68
DR. HANNAH THOMAS,ENDOCRINOLOGIST,ALPHARETTA,GA,4.47
DR. GRACE RILEY,ALLERGIST,ATLANTA,GA,3.66
DR. SARAH SPENCER,OPHTHALMOLOGIST,WARNER ROBINS,GA,3.55
DR. MELISSA HARRIS,ONCOLOGIST,SAVANNAH,GA,4.44
DR. HANNAH FOSTER,ENDOCRINOLOGIST,GAINESVILLE,GA,4.78
DR. GRACE FIELDS,NEUROLOGIST,ALBANY,GA,4.11
DR. BRITTANY SPENCER,OPHTHALMOLOGIST,JOHNS CREEK,GA,3.82
DR. VICTORIA CARTER,ALLERGIST,JOHNS CREEK,GA,3.9
DR. ZOE MITCHELL,CARDIOLOGIST,DUNWOODY,GA,4.68
DR. OLIVIA HUGHES,PULMONOLOGIST,ATHENS,GA,4.3
DR. MATTHEW EDWARDS,DERMATOLOGIST,GAINESVILLE,GA,4.24
DR. VICTORIA POWELL,ORTHOPEDIC SURGEON,GAINESVILLE,GA,4.79
DR. SAMUEL GRAY,ENDOCRINOLOGIST,ATHENS,GA,3.82
DR. RACHEL ELLIOTT,ENT SPECIALIST,ALBANY,GA,4.23
DR. CHLOE KELLY,ENDOCRINOLOGIST,NEWNAN,GA,3.72
DR. PETER SPENCER,ONCOLOGIST,ROSWELL,GA,4.25
DR. RACHEL ADAMS,ONCOLOGIST,SANDY SPRINGS,GA,4.96
DR. SAMUEL MITCHELL,GENERAL PRACTITIONER,ROME,GA,3.56
DR. WILLIAM SPENCER,ENT SPECIALIST,JOHNS CREEK,GA,3.51
DR. BRANDON GONZALEZ,ONCOLOGIST,ROSWELL,GA,4.48
DR. KEVIN ELLIOTT,ORTHOPEDIC SURGEON,AUGUSTA,GA,3.72
DR. ZOE CARTER,NEPHROLOGIST,ROSWELL,GA,4.66
DR. KEVIN LONG,ONCOLOGIST,GAINESVILLE,GA,4.97
DR. MICHAEL SCOTT,OPHTHALMOLOGIST,COLUMBUS,GA,3.72
DR. JESSICA HAYES,DERMATOLOGIST,GAINESVILLE,GA,4.35
DR. ANDREA TURNER,ALLERGIST,MARIETTA,GA,4.69
DR. BRITTANY MITCHELL,PULMONOLOGIST,ROME,GA,3.9
DR. JULIA FOSTER,OPHTHALMOLOGIST,NEWNAN,GA,4.43
DR. OLIVIA EDWARDS,ALLERGIST,JOHNS CREEK,GA,4.72
DR. SARAH GONZALEZ,RHEUMATOLOGIST,COLUMBUS,GA,3.53
DR. SOPHIA ADAMS,DERMATOLOGIST,ATHENS,GA,3.81
DR. DAVID SIMMONS,ORTHOPEDIC SURGEON,ATHENS,GA,4.23
DR. BENJAMIN THOMAS,PEDIATRICIAN,ROSWELL,GA,4.93
DR. PAIGE CARTER,RHEUMATOLOGIST,ALPHARETTA,GA,4.22
DR. ADAM POWELL,ENT SPECIALIST,COLUMBUS,GA,4.65
DR. JULIA PARKER,PEDIATRICIAN,AUGUSTA,GA,3.52
DR. ADAM TURNER,ENT SPECIALIST,ROME,GA,4.76
DR. ZOE HUGHES,ORTHOPEDIC SURGEON,PEACHTREE CITY,GA,3.55
DR. HANNAH ADAMS,NEUROLOGIST,GAINESVILLE,GA,4.02
DR. MATTHEW HAYES,PULMONOLOGIST,ATLANTA,GA,4.38
DR. HANNAH LONG,ENT SPECIALIST,SAVANNAH,GA,4.58
DR. LAURA SPENCER,PULMONOLOGIST,MACON,GA,3.56
DR. GRACE TURNER,ONCOLOGIST,ALBANY,GA,3.85
DR. CHRIS MURPHY,PEDIATRICIAN,NEWNAN,GA,4.82
DR. CHRIS THOMAS,GASTROENTEROLOGIST,WARNER ROBINS,GA,4.41
DR. PETER SANDERS,ONCOLOGIST,ATHENS,GA,4.06
DR. BRITTANY SCOTT,DERMATOLOGIST,ALPHARETTA,GA,4.07
DR. SOPHIA FIELDS,PEDIATRICIAN,GAINESVILLE,GA,3.54
DR. JESSICA HAYES,NEUROLOGIST,MACON,GA,4.44
DR. ADAM GREEN,GASTROENTEROLOGIST,ATLANTA,GA,4.99
DR. GRACE BAKER,CARDIOLOGIST,COLUMBUS,GA,3.83
DR. CHRIS RIVERA,GASTROENTEROLOGIST,NEWNAN,GA,3.94
DR. MARCUS SCOTT,ORTHOPEDIC SURGEON,SANDY SPRINGS,GA,4.22
DR. SAMUEL EDWARDS,PEDIATRICIAN,ALBANY,GA,3.81
DR. BRANDON THOMAS,ONCOLOGIST,PEACHTREE CITY,GA,4.73
DR. STEVEN SPENCER,GASTROENTEROLOGIST,NEWNAN,GA,4.74
DR. DEREK LONG,RHEUMATOLOGIST,GAINESVILLE,GA,3.78
DR. ASHLEY WHITE,PULMONOLOGIST,ROSWELL,GA,4.89
DR. DAVID POWELL,ALLERGIST,AUGUSTA,GA,4.17
DR. BRITTANY TURNER,GENERAL PRACTITIONER,ALBANY,GA,4.05
DR. KEVIN GRAY,ENDOCRINOLOGIST,JOHNS CREEK,GA,4.31
DR. CHRIS TURNER,RHEUMATOLOGIST,MACON,GA,3.81
DR. ALEX HAYES,ENT SPECIALIST,NEWNAN,GA,4.85
DR. ZOE DIAZ,GENERAL PRACTITIONER,ROSWELL,GA,3.61
DR. BRIAN KIM,ENDOCRINOLOGIST,ATLANTA,GA,4.67
DR. SAMUEL FIELDS,ONCOLOGIST,PEACHTREE CITY,GA,4.65
DR. ETHAN BAKER,PEDIATRICIAN,WARNER ROBINS,GA,3.8
DR. ETHAN WARD,NEUROLOGIST,JOHNS CREEK,GA,4.06
DR. ADAM SPENCER,GENERAL PRACTITIONER,JOHNS CREEK,GA,3.93
DR. ADAM SIMMONS,GASTROENTEROLOGIST,MACON,GA,3.62
DR. RACHEL COLLINS,CARDIOLOGIST,JOHNS CREEK,GA,3.76
DR. NICOLE GONZALEZ,ALLERGIST,ROME,GA,4.41
DR. JULIA GONZALEZ,ENT SPECIALIST,ALPHARETTA,GA,4.29
DR. MARCUS MURPHY,NEUROLOGIST,DUNWOODY,GA,3.9
DR. SARAH GONZALEZ,CARDIOLOGIST,DUNWOODY,GA,4.84
DR. DAVID SPENCER,ALLERGIST,SANDY SPRINGS,GA,4.66
DR. ETHAN ROSS,OPHTHALMOLOGIST,AUGUSTA,GA,4.49
DR. DEREK ROSS,CARDIOLOGIST,SANDY SPRINGS,GA,3.91
DR. CHRIS PARKER,ORTHOPEDIC SURGEON,MACON,GA,4.66
DR. MEGAN GREEN,ALLERGIST,JOHNS CREEK,GA,4.34
DR. ETHAN GREEN,GENERAL PRACTITIONER,ATLANTA,GA,4.63
DR. KEVIN CARTER,OPHTHALMOLOGIST,WARNER ROBINS,GA,4.82
DR. CHLOE HARRIS,PEDIATRICIAN,AUGUSTA,GA,4.46
DR. NICOLE COLLINS,ORTHOPEDIC SURGEON,MARIETTA,GA,4.8
DR. GRACE COLLINS,GENERAL PRACTITIONER,ROME,GA,4.01
DR. DAVID FOSTER,NEPHROLOGIST,JOHNS CREEK,GA,4.37
DR. ASHLEY KELLY,PEDIATRICIAN,ROSWELL,GA,4.22
DR. ADAM GONZALEZ,PEDIATRICIAN,ROME,GA,4.45
DR. OLIVIA HARRIS,ONCOLOGIST,ROSWELL,GA,3.91
DR. LAURA LONG,NEPHROLOGIST,JOHNS CREEK,GA,3.87
DR. ANDREA TURNER,ALLERGIST,MARIETTA,GA,3.78
DR. PETER BAKER,ALLERGIST,MARIETTA,GA,4.85
DR. LINDSAY RILEY,NEPHROLOGIST,PEACHTREE CITY,GA,4.28
DR. RACHEL SPENCER,ENT SPECIALIST,MACON,GA,4.26
DR. LAURA SCOTT,PULMONOLOGIST,WARNER ROBINS,GA,3.64
DR. PETER FIELDS,ALLERGIST,SAVANNAH,GA,4.16
DR. MICHAEL MITCHELL,OPHTHALMOLOGIST,ROME,GA,4.06
DR. ASHLEY DIAZ,PULMONOLOGIST,NEWNAN,GA,4.54
DR. JESSICA THOMAS,OPHTHALMOLOGIST,ALPHARETTA,GA,4.32
DR. CHRIS HAYES,ORTHOPEDIC SURGEON,COLUMBUS,GA,4.46
DR. WILLIAM WARD,OPHTHALMOLOGIST,ROSWELL,GA,3.65
DR. MELISSA MURPHY,PULMONOLOGIST,ALBANY,GA,4.55
DR. MATTHEW SCOTT,OPHTHALMOLOGIST,GAINESVILLE,GA,4.15
DR. HANNAH KIM,ONCOLOGIST,ATLANTA,GA,3.94
DR. ANDREA BAKER,ENT SPECIALIST,NEWNAN,GA,4.63
DR. CHLOE THOMAS,RHEUMATOLOGIST,MARIETTA,GA,4.7
DR. MATTHEW THOMAS,RHEUMATOLOGIST,DUNWOODY,GA,4.58
DR. VICTORIA BAKER,CARDIOLOGIST,WARNER ROBINS,GA,3.69
DR. MATTHEW MITCHELL,PULMONOLOGIST,GAINESVILLE,GA,4.93
